11/17/23 01:42:51,25.39,46.34,981.54
11/17/23 01:42:52,25.38,46.27,981.53
11/17/23 01:42:53,25.34,46.25,981.45
11/17/23 01:42:54,25.36,46.26,981.51
11/17/23 01:42:55,25.35,46.22,981.52
11/17/23 01:42:56,25.34,46.21,981.52
11/17/23 01:42:57,25.33,46.21,981.51
11/17/23 01:42:58,25.31,46.20,981.50
11/17/23 01:42:59,25.31,46.20,981.51
11/17/23 01:43:00,25.29,46.18,981.56
11/17/23 01:43:01,25.23,46.13,981.49
11/17/23 01:43:02,25.10,46.15,981.23
11/17/23 01:43:03,25.19,46.14,981.51
11/17/23 01:43:04,25.24,46.13,981.45
11/17/23 01:43:05,25.24,46.14,981.53
11/17/23 01:43:06,25.24,46.15,981.57
11/17/23 01:43:07,25.17,46.21,981.56
11/17/23 01:43:08,25.08,45.57,981.51
11/17/23 01:43:09,25.01,45.29,981.51
11/17/23 01:43:10,24.99,45.92,981.49
11/17/23 01:43:11,24.94,46.48,981.51
11/17/23 01:43:12,24.89,46.91,981.63
11/17/23 01:43:13,24.84,47.16,981.55
11/17/23 01:43:14,24.79,47.30,981.55
11/17/23 01:43:15,24.74,47.32,981.50
11/17/23 01:43:17,24.68,47.26,981.55
11/17/23 01:43:18,24.62,47.31,981.61
11/17/23 01:43:19,24.54,47.35,981.55
11/17/23 01:43:20,24.49,47.42,981.53
11/17/23 01:43:21,24.44,47.47,981.55
11/17/23 01:43:22,24.39,47.50,981.56
11/17/23 01:43:23,24.32,47.54,981.57
11/17/23 01:43:24,24.25,47.70,981.57
11/17/23 01:43:25,24.18,47.91,981.52
11/17/23 01:43:26,24.12,48.14,981.51
11/17/23 01:43:27,24.07,48.57,981.59
11/17/23 01:43:28,24.01,49.01,981.53
11/17/23 01:43:29,23.96,49.31,981.56
11/17/23 01:43:30,23.91,49.56,981.53
11/17/23 01:43:31,23.83,49.73,981.55
11/17/23 01:43:32,23.78,49.81,981.61
11/17/23 01:43:33,23.73,49.88,981.58
11/17/23 01:43:34,23.66,49.96,981.53
11/17/23 01:43:35,23.61,49.97,981.56
11/17/23 01:43:36,23.55,49.94,981.55
11/17/23 01:43:37,23.50,49.97,981.61
11/17/23 01:43:38,23.45,50.04,981.59
11/17/23 01:43:39,23.38,50.05,981.53
11/17/23 01:43:40,23.33,50.14,981.54
11/17/23 01:43:41,23.30,50.29,981.58
11/17/23 01:43:42,23.27,50.37,981.56
11/17/23 01:43:43,23.25,50.35,981.58
11/17/23 01:43:44,23.18,50.47,981.58
11/17/23 01:43:45,23.13,50.56,981.58
11/17/23 01:43:46,23.08,50.65,981.56
11/17/23 01:43:47,23.05,50.71,981.57
11/17/23 01:43:48,22.97,50.79,981.59
11/17/23 01:43:49,22.94,50.83,981.57
11/17/23 01:43:50,22.88,50.92,981.53
11/17/23 01:43:51,22.87,50.88,981.49
11/17/23 01:43:52,22.83,50.79,981.48
11/17/23 01:43:53,22.79,50.81,981.52
11/17/23 01:43:54,22.78,50.87,981.50
11/17/23 01:43:55,22.75,50.91,981.60
11/17/23 01:43:56,22.72,50.90,981.60
11/17/23 01:43:57,22.65,51.01,981.60
11/17/23 01:43:58,22.60,51.20,981.52
11/17/23 01:43:59,22.56,51.37,981.56
11/17/23 01:44:01,22.54,51.51,981.65
11/17/23 01:44:02,22.54,51.54,981.54
11/17/23 01:44:03,22.52,51.50,981.59
11/17/23 01:44:04,22.47,51.61,981.57
11/17/23 01:44:05,22.44,51.62,981.59
11/17/23 01:44:06,22.42,51.65,981.55
11/17/23 01:44:07,22.40,51.72,981.52
11/17/23 01:44:08,22.39,51.75,981.56
11/17/23 01:44:09,22.35,51.79,981.55
11/17/23 01:44:10,22.33,51.81,981.63
11/17/23 01:44:11,22.29,51.93,981.57
11/17/23 01:44:12,22.27,51.99,981.64
11/17/23 01:44:13,22.23,52.10,981.63
11/17/23 01:44:14,22.22,52.22,981.62
11/17/23 01:44:15,22.20,52.22,981.62
11/17/23 01:44:16,22.18,52.22,981.50
11/17/23 01:44:17,22.11,52.33,981.60
11/17/23 01:44:18,22.10,52.47,981.60
11/17/23 01:44:19,22.08,52.58,981.55
11/17/23 01:44:20,22.07,52.64,981.64
11/17/23 01:44:21,22.04,52.68,981.56
11/17/23 01:44:22,22.02,52.75,981.55
11/17/23 01:44:23,21.99,52.75,981.54
11/17/23 01:44:24,21.99,52.67,981.57
11/17/23 01:44:25,21.97,52.65,981.59
11/17/23 01:44:26,21.93,52.79,981.56
11/17/23 01:44:27,21.92,52.85,981.51
11/17/23 01:44:28,21.92,52.88,981.51
11/17/23 01:44:29,21.90,52.94,981.53
11/17/23 01:44:30,21.88,53.08,981.64
11/17/23 01:44:31,21.86,53.22,981.56
11/17/23 01:44:32,21.86,53.33,981.56
11/17/23 01:44:33,21.84,53.42,981.58
11/17/23 01:44:34,21.82,53.64,981.57
11/17/23 01:44:35,21.81,53.70,981.58
11/17/23 01:44:36,21.81,53.59,981.61
11/17/23 01:44:37,21.69,53.56,981.41
11/17/23 01:44:38,21.81,53.63,981.56
11/17/23 01:44:39,21.81,53.68,981.58
11/17/23 01:44:40,21.78,53.74,981.51
11/17/23 01:44:41,21.79,53.79,981.56
11/17/23 01:44:42,21.80,53.77,981.54
11/17/23 01:44:43,21.79,53.71,981.58
11/17/23 01:44:45,21.78,53.65,981.55
11/17/23 01:44:46,21.80,53.64,981.57
11/17/23 01:44:47,21.79,53.56,981.53
11/17/23 01:44:48,21.79,53.38,981.56
11/17/23 01:44:49,21.80,53.27,981.54
11/17/23 01:44:50,21.80,53.18,981.57
11/17/23 01:44:51,21.78,53.22,981.60
11/17/23 01:44:52,21.77,53.39,981.55
11/17/23 01:44:53,21.76,53.54,981.54
11/17/23 01:44:54,21.76,53.60,981.54
11/17/23 01:44:55,21.76,53.70,981.54
11/17/23 01:44:56,21.75,53.78,981.58
11/17/23 01:44:57,21.74,53.83,981.57
11/17/23 01:44:58,21.72,53.99,981.54
11/17/23 01:44:59,21.71,54.16,981.59
11/17/23 01:45:00,21.71,54.19,981.58
11/17/23 01:45:01,21.72,54.10,981.56
11/17/23 01:45:02,21.73,54.02,981.55
11/17/23 01:45:03,21.73,53.91,981.63
11/17/23 01:45:04,21.74,53.89,981.62
11/17/23 01:45:05,21.75,53.85,981.58
11/17/23 01:45:06,21.76,53.79,981.54
11/17/23 01:45:07,21.77,53.58,981.56
11/17/23 01:45:08,21.77,53.43,981.56
11/17/23 01:45:09,21.78,53.29,981.57
11/17/23 01:45:10,21.79,53.17,981.56
11/17/23 01:45:11,21.78,53.08,981.58
11/17/23 01:45:12,21.78,52.98,981.60
11/17/23 01:45:13,21.78,52.88,981.60
11/17/23 01:45:14,21.81,52.85,981.64
11/17/23 01:45:15,21.78,52.97,981.55
11/17/23 01:45:16,21.80,53.01,981.52
11/17/23 01:45:17,21.79,53.08,981.56
11/17/23 01:45:18,21.79,53.17,981.56
11/17/23 01:45:19,21.79,53.18,981.58
