11/17/23 01:40:13,24.37,48.78,981.50
11/17/23 01:40:14,24.36,48.61,981.55
11/17/23 01:40:15,24.37,48.47,981.53
11/17/23 01:40:16,24.37,48.43,981.54
11/17/23 01:40:17,24.36,48.38,981.48
11/17/23 01:40:18,24.36,48.43,981.46
11/17/23 01:40:19,24.36,48.36,981.51
11/17/23 01:40:21,24.36,48.28,981.49
11/17/23 01:40:22,24.36,48.33,981.54
11/17/23 01:40:23,24.37,48.74,981.55
11/17/23 01:40:24,24.36,48.90,981.52
11/17/23 01:40:25,24.36,48.93,981.57
11/17/23 01:40:26,24.37,48.77,981.56
11/17/23 01:40:27,24.37,48.61,981.53
11/17/23 01:40:28,24.36,48.49,981.52
11/17/23 01:40:29,24.37,48.40,981.51
11/17/23 01:40:30,24.37,48.40,981.50
11/17/23 01:40:31,24.37,48.48,981.51
11/17/23 01:40:32,24.37,48.38,981.56
11/17/23 01:40:33,24.37,48.50,981.53
11/17/23 01:40:34,24.37,48.58,981.56
11/17/23 01:40:35,24.38,48.55,981.54
11/17/23 01:40:36,24.38,48.47,981.54
11/17/23 01:40:37,24.38,48.46,981.54
11/17/23 01:40:38,24.39,48.40,981.59
11/17/23 01:40:39,24.38,48.28,981.52
11/17/23 01:40:40,24.37,48.22,981.54
11/17/23 01:40:41,24.38,48.21,981.57
11/17/23 01:40:42,24.37,48.20,981.54
11/17/23 01:40:43,24.38,48.16,981.54
11/17/23 01:40:44,24.37,48.10,981.54
11/17/23 01:40:45,24.37,48.09,981.53
11/17/23 01:40:46,24.37,48.08,981.50
11/17/23 01:40:47,24.37,48.06,981.51
11/17/23 01:40:48,24.37,48.01,981.48
11/17/23 01:40:49,24.37,48.00,981.62
11/17/23 01:40:50,24.38,47.97,981.49
11/17/23 01:40:51,24.38,47.96,981.57
11/17/23 01:40:52,24.37,47.94,981.50
11/17/23 01:40:53,24.37,47.92,981.59
11/17/23 01:40:54,24.37,47.93,981.53
11/17/23 01:40:55,24.37,47.92,981.45
11/17/23 01:40:56,24.38,47.92,981.54
11/17/23 01:40:57,24.37,47.92,981.50
11/17/23 01:40:58,24.37,47.93,981.55
11/17/23 01:40:59,24.37,47.91,981.58
11/17/23 01:41:00,24.36,47.90,981.52
11/17/23 01:41:01,24.37,47.87,981.53
11/17/23 01:41:02,24.36,47.87,981.57
11/17/23 01:41:03,24.36,47.88,981.57
11/17/23 01:41:05,24.36,47.85,981.49
11/17/23 01:41:06,24.37,47.86,981.53
11/17/23 01:41:07,24.16,47.84,981.29
11/17/23 01:41:08,24.37,47.86,981.53
11/17/23 01:41:09,24.36,47.84,981.55
11/17/23 01:41:10,24.37,47.84,981.50
11/17/23 01:41:11,24.37,47.90,981.44
11/17/23 01:41:12,24.37,47.95,981.51
11/17/23 01:41:13,24.36,47.94,981.55
11/17/23 01:41:14,24.37,47.94,981.56
11/17/23 01:41:15,24.37,47.92,981.50
11/17/23 01:41:16,24.37,47.93,981.47
11/17/23 01:41:17,24.37,47.89,981.51
11/17/23 01:41:18,24.36,47.87,981.55
11/17/23 01:41:19,24.36,47.86,981.52
11/17/23 01:41:20,24.37,47.86,981.47
11/17/23 01:41:21,24.37,47.86,981.56
11/17/23 01:41:22,24.37,47.87,981.55
11/17/23 01:41:23,24.37,47.89,981.55
11/17/23 01:41:24,24.37,48.02,981.56
11/17/23 01:41:25,25.51,50.35,981.53
11/17/23 01:41:26,25.95,51.88,981.53
11/17/23 01:41:27,26.15,53.12,981.52
11/17/23 01:41:28,26.31,54.14,981.56
11/17/23 01:41:29,26.32,54.96,981.33
11/17/23 01:41:30,26.55,55.65,981.53
11/17/23 01:41:31,26.66,56.26,981.52
11/17/23 01:41:32,26.74,56.78,981.43
11/17/23 01:41:33,26.83,57.22,981.48
11/17/23 01:41:34,26.91,57.63,981.56
11/17/23 01:41:35,26.95,58.01,981.48
11/17/23 01:41:36,26.99,58.48,981.56
11/17/23 01:41:37,27.05,58.81,981.52
11/17/23 01:41:38,27.08,59.14,981.49
11/17/23 01:41:39,27.14,59.43,981.50
11/17/23 01:41:40,27.18,59.71,981.51
11/17/23 01:41:41,27.24,59.96,981.46
11/17/23 01:41:42,27.28,60.17,981.50
11/17/23 01:41:43,27.32,60.40,981.53
11/17/23 01:41:44,27.38,60.58,981.56
11/17/23 01:41:45,27.41,60.76,981.47
11/17/23 01:41:46,27.46,60.91,981.50
11/17/23 01:41:47,27.50,61.09,981.48
11/17/23 01:41:49,27.54,61.23,981.51
11/17/23 01:41:50,27.56,61.55,981.42
11/17/23 01:41:51,26.87,59.35,981.49
11/17/23 01:41:52,26.50,57.16,981.48
11/17/23 01:41:53,26.33,54.78,981.52
11/17/23 01:41:54,26.22,54.01,981.47
11/17/23 01:41:55,26.12,53.75,981.50
11/17/23 01:41:56,26.05,52.94,981.55
11/17/23 01:41:57,25.97,52.42,981.51
11/17/23 01:41:58,25.91,51.70,981.50
11/17/23 01:41:59,25.85,50.80,981.45
11/17/23 01:42:00,25.80,49.62,981.54
11/17/23 01:42:01,25.76,49.30,981.49
11/17/23 01:42:02,25.73,49.51,981.44
11/17/23 01:42:03,25.69,49.84,981.46
11/17/23 01:42:04,25.67,50.34,981.51
11/17/23 01:42:05,25.64,50.06,981.49
11/17/23 01:42:06,25.56,50.21,981.31
11/17/23 01:42:07,25.61,50.64,981.48
11/17/23 01:42:08,25.60,50.67,981.48
11/17/23 01:42:09,25.58,50.81,981.43
11/17/23 01:42:10,25.56,49.83,981.47
11/17/23 01:42:11,25.55,50.01,981.49
11/17/23 01:42:12,25.55,50.80,981.46
11/17/23 01:42:13,25.54,51.54,981.44
11/17/23 01:42:14,25.53,51.10,981.45
11/17/23 01:42:15,25.00,51.10,980.60
11/17/23 01:42:16,25.55,50.81,981.43
11/17/23 01:42:17,25.55,50.41,981.46
11/17/23 01:42:18,25.55,50.24,981.47
11/17/23 01:42:19,25.55,49.96,981.51
11/17/23 01:42:20,25.55,49.74,981.46
11/17/23 01:42:21,25.55,49.75,981.49
11/17/23 01:42:22,25.57,49.62,981.52
11/17/23 01:42:23,25.52,49.51,981.47
11/17/23 01:42:24,25.59,49.46,981.55
11/17/23 01:42:25,25.59,49.62,981.49
11/17/23 01:42:26,25.60,49.84,981.46
11/17/23 01:42:27,25.60,50.00,981.52
11/17/23 01:42:28,25.60,50.13,981.49
11/17/23 01:42:29,25.59,50.98,981.55
11/17/23 01:42:30,25.58,51.02,981.53
11/17/23 01:42:31,25.57,50.41,981.52
11/17/23 01:42:33,25.56,50.11,981.45
11/17/23 01:42:34,25.55,49.13,981.46
11/17/23 01:42:35,25.53,48.37,981.45
11/17/23 01:42:36,25.36,47.87,981.31
11/17/23 01:42:37,25.52,48.11,981.42
11/17/23 01:42:38,25.52,48.15,981.47
11/17/23 01:42:39,25.51,48.09,981.42
11/17/23 01:42:40,25.50,47.73,981.53
11/17/23 01:42:41,25.49,47.38,981.48
11/17/23 01:42:42,25.49,47.14,981.50
11/17/23 01:42:43,25.47,47.03,981.50
11/17/23 01:42:44,25.47,46.98,981.50
11/17/23 01:42:45,25.45,46.83,981.50
11/17/23 01:42:46,25.45,46.69,981.49
11/17/23 01:42:47,25.45,46.60,981.52
11/17/23 01:42:48,25.31,46.56,981.36
11/17/23 01:42:49,25.42,46.50,981.50
11/17/23 01:42:50,25.40,46.41,981.53
